,date,headline,description
203,"June 27, 2023, 20:19 IST","'Labour' of Love: Keir Starmer Says 'Changed' Party Keen to Collaborate with Modern, Confident India","The trade deal being negotiated between India and Britain is only the first step in a strategic partnership that goes way beyond, the Labour leader said at India Global Forum’s UK-India Week"
204,"June 27, 2023, 18:56 IST",'Offensive to Other Muslims': Pak Punjab Police Says Minority Ahmadis Can't Do Eid Qurbani | Exclusive,"If any Ahmadiyya persons violate these directives, they could face jail or financial penalty because it will trigger tensions and allow extremist elements to benefit, reads the statement"
205,"June 27, 2023, 17:40 IST",Fear of Default Grips Pakistan Once More as IMF Keeps Nation out of Agenda List,"Pakistan, which has an economy of $350 billion, could default on its external debt soon if the IMF does not come to its rescue."
206,"June 27, 2023, 17:33 IST",'Back AAP' Plan Leaves Congress Divided But Unites Disputing 'Delhi Boys' Ajay Maken And Sandeep Dikshit,Both leaders are in agreement when it comes to opposing any support to the Aam Aadmi Party over the ordinance issue
207,"June 27, 2023, 16:50 IST","Right Materials, Strong Network & Bad Luck, How This Real-Life ‘Farzi’ Formed Fake Currency Cartel","Irshad, who has been arrested, would use fine quality paper sheets, green shining foil paper and special ink to  manufacture ‘high-quality’ Fake Indian Currency Notes at his shop in Uttar Pradesh
"
208,"June 27, 2023, 10:15 IST","NSG Drills, Tight Security at Delhi Airports, Hotels: G20 Venues Under Strict Vigilance of Top Commandoes","NSG bomb squad will carry out multiple checks at Pragati Maidan, nearly 20 hotels in Aerocity, Lutyens’ Delhi and Dhaula Kuan in repeated exercise starting next week 
"
209,"June 27, 2023, 08:00 IST","Minorities in Pakistan: Sikh from Peshawar Shot Dead, 3rd Such Incident This Year | Exclusive","On Friday, a Sikh shopkeeper, Tarlok Singh, was shot at by unidentified men. He suffered injuries. Last month, assailants gunned down Sardar Singh in a passer-by shooting in the eastern city of Lahore"
210,"June 26, 2023, 23:25 IST",Much More Trust Today Between India And US; Monumental Agreements Signed during PM Modi's Visit: Ambassador Sandhu to News18,"Prime Minister Modi and President Joe Biden share a longstanding and close relationship, he said"
211,"June 26, 2023, 23:25 IST",Assam Flood: Situation Improves as Water Starts Receding But Long Way to Go For Normalcy,The aftermath of the first wave of the flood is now bringing nightmares to those affected who have lost their home and croplands. Over 5 lakh people have been affected due to flood while five people lost their lives
212,"June 26, 2023, 20:44 IST","India Summons Pakistani Diplomat Over Sikh Community Attacks, Lodges Strong Protest",India has demanded that Pakistani authorities conduct a sincere investigation into these violent attacks on the Sikh community and share the investigation reports
213,"June 26, 2023, 19:46 IST",KCR Embarks on Two-Day Maharashtra Tour with 600 Cars Convoy,"After starting their journey, KCR and the tour's participants enjoyed lunch in Omerga city, located in Maharashtra's Osmanabad district. As per the schedule, the BRS President will spend Monday night in Solapur"
214,"June 26, 2023, 19:41 IST","Lt General among 3 Sacked as Part of Pak Army’s Self-Accountability for May 9 Riots after Imran Arrest, Says DG ISPR","The events of May 9 have proven that what enemies couldn’t do in 76 years, a bunch of miscreants and their facilitators did, he said"
215,"June 26, 2023, 18:56 IST",Maha: 2 Youths Killed in Nashik Mob Lynching Cases; Bajrang Dal Associates Among 20 'Gaurakshaks' Held,"The accused are self-proclaimed ""gaurakshaks"" and some of them have affiliations with the right-wing outfit Bajrang Dal"
216,"June 26, 2023, 17:22 IST","Karnataka BJP's Yatnal, Bommai Bicker over Ex-CM Meeting Shivakumar amid 'Adjustment Politics' Buzz","Some BJP members suspect that in a few assembly constituencies, senior party leaders had an understanding with Congress counterparts, leading to the saffron party’s defeat in the recent polls"
217,"June 26, 2023, 14:42 IST","Can Shimla Meeting Cool Tempers in Oppn Bloc? Congress Faces Tough Test as AAP, TMC Look to Expand Footprint","In the end, both AAP and TMC have to cater to their cadre who would certainly want to see their party escalate its footprint. The upcoming state polls in Madhya Pradesh, Rajasthan, and Chhattisgarh are now a litmus test for the Opposition"
218,"June 26, 2023, 13:12 IST",Nawaz Sharif to Become Pakistan PM for the 4th Time? How a London Huddle Set Off Comeback Bid,"Pakistan's National Assembly on Sunday passed the bill to limit the lifetime disqualification of lawmakers to five years, freeing Nawaz Sharif to return from London to resume active politics ahead of Pakistan general elections this year"
219,"June 26, 2023, 11:26 IST","Nawaz Sharif’s Return, Elections, Economy: Pakistan Bigwigs’ Dubai Meet Triggers Debate on Shake-Up","A PML-N source said the former premier will be returning to Pakistan in the near future; discussions focused on resolving legal entanglements that could prevent Nawaz's return, with the expectation expressed that a solution will be found soon"
220,"June 26, 2023, 10:40 IST",Uddhav Thackeray's Saamana Calls Patna Oppn Bloc the 'Wagner Group of India' in Bizarre Comparison,"The comparison may backfire on Shiv Sena-Uddhav Balasaheb Thackeray and other opposition parties, since the Wagner Group is essentially a private army of mercenaries that marched on Moscow and later retreated, with its leader Yevgeny Prigozhin accepting a Kremlin deal to go into exile"
221,"June 25, 2023, 20:13 IST",Relationships to Health & Rehabilitation: Inclusive Society A Distant Dream for Women with Disability,"“In India, there are 1.5 million people with spine accidents. India is the capital of spinal injuries​ Yet, there is no data about them… As a country, we can’t afford rehabilitation. Prevention is  key…but there is no awareness,” says Dr Ketna Mehta"
222,"June 25, 2023, 12:07 IST",Kejriwal's Request to Rahul on Ordinance Goes Unheeded; AAP's Posture Questioned,"At the ‘Opposition Unity’ meet in Patna on June 23, hosted by Bihar CM Nitish Kumar, Arvind Kejriwal walked out of the meeting in response to Rahul Gandhi ignoring his request to clear 'misunderstandings' between them, and support AAP on the ordinance issue"
223,"June 25, 2023, 10:21 IST",Putin May Emerge Stronger After Wagner Rebellion; Russians will Rally Behind Him: Indian Intel Sources,"The Indian intel sources say Russians will unite behind President Vladimir Putin, whose popularity as a leader may further grow in the country, as people will perceive the Wagner Group’s act a 'threat' to Russia"
224,"June 24, 2023, 22:15 IST",Odisha Vigilance Crackdown: Rs 3 Crore Cash Seized in Raids at Govt Officer's Residences,"Additional Sub-Collector Prashanta Kumar Rout's assets included a multistoried building, cash over Rs 3.02 crores, deposits over Rs 92.34 lakhs, five plots, two four-wheelers among others"
225,"June 24, 2023, 17:10 IST","Will Prigozhin’s Armed Rebellion Dent Russian Army’s Morale? Only to Some Extent, Say Sources","Russian President Vladimir Putin has vowed to defend Russia against an armed rebellion by mercenary chief Yevgeny Prigozhin, who led his troops out of Ukraine and into a key city south of Moscow"
226,"June 24, 2023, 13:46 IST","Pakistan Polls: Nawaz Sharif Will Be PML(N)’s Candidate, Shehbaz Told to Pave Way for Return","Shehbaz Sharif was present in London for the PML-N top leadership meeting and was told to take steps to ensure Nawaz Sharif’s return.
"
227,"June 24, 2023, 11:00 IST","Revise Budget if You Want to Strike Deal, IMF Tells Pakistan as Programme Deadline Ends June 30","The Pakistani side shared the revised budgetary estimates for next fiscal year with the IMF but so far, a broader agreement is yet to be achieved, a top official said"
228,"June 23, 2023, 21:37 IST","'Photo Session', 'Can't Unite', 'Unholy & Unhoni', Devdas-inspired Posters: BJP Trashes Oppn Meet as Rift Grows","Leaders who attended the Patna meeting told News18 on condition of anonymity that the discussion was primarily on blaming the Modi government for using central agencies against opposition, and the Manipur violence"
229,"June 23, 2023, 20:26 IST","Once Jailed by Indira Gandhi, Nitish and Lalu Now Welcoming Rahul: Nadda Slams Oppn Meeting","He further stated that while the whole world is praising Prime Minister Narendra Modi, the Congress is creating obstacles"
230,"June 23, 2023, 20:09 IST",Opposition Wrangle: Congress Wants to Lead Anti-BJP Bloc But Rahul of 2023 Isn't Sonia of 2004,"Many parties like the Trinamool Congress and Aam Aadmi Party nurture dreams of a bigger role for themselves. And they are in a straight fight with the Congress in many states like Punjab, Delhi, West Bengal, etc"
231,"June 23, 2023, 14:23 IST","New NDA on the Horizon? As Oppn Meets, BJP Reaches Out to Estranged Friends, Potential Allies","In 2014, the saffron party won 282 Lok Sabha seats, a number that increased to 303 seats in 2019. However, the BJP's aggressive electoral push made many of its allies feel insecure as the party encroached upon their respective political territories"
232,"June 23, 2023, 12:09 IST","Kashmir Encounter: Major Infiltration Bid Foiled on LoC, 4 Terrorists Killed In Joint Operation By Security Forces In Kupwara",Sources told News18 that all of them were highly trained and had a large number of arms and ammunition including some advanced weaponry with them
233,"June 23, 2023, 10:33 IST","BMC Covid Scam: Rs 68.65 Lakh Cash, Jewellery Worth Rs 2.46 Crore Recovered During ED Raids","Officials told News18 that documents pertaining to 50 immovable properties across Maharashtra with a market value of over Rs 150 crore, fixed deposits and investments worth Rs 15 crore and jewellery worth Rs 2.46 crore were recovered as the ED raided more than 15 locations in connection with the alleged scam"
234,"June 23, 2023, 09:26 IST","Balasore Aftermath: Five Railway Officials from South Eastern Zone Transferred, More Action Likely","On June 2, the tragic Balasore train accident in Odisha impacted three trains, including two passenger trains. Over 290 people were killed in the mishap that is being considered as the worst train accident in the last two decades"
235,"June 23, 2023, 00:46 IST","ED Raids in Mumbai: Accusations, Counter-accusations over 'Covid Jumbo Centre Scam' And A Look at The Fine Print","It has been alleged by the present Maharashtra government that the then Uddhav Thackeray-led Shiv Sena, which was part of the Maha Vikas Aghadi (MVA), is involved in this Rs 12,024 crore scam pertaining to setting up of Covid jumbo centres in Mumbai and Pune"
236,"June 22, 2023, 19:25 IST","A Box of Treasures, A Diamond Forever, A Book for The Ages: Message behind PM Modi's Gifts to The Bidens",Prime Minister Narendra Modi puts a lot of thought into the gifts he presents to world leaders hosting him during international visits. This time was no different
237,"June 22, 2023, 15:46 IST",2009 Shopian Death Case: J&K Govt Removes Two Doctors for Falsifying Post-Mortem Report,"Dr Nighat Shaheen Chilloo and Dr Bilal Ahmad Dalal were 'working for Pakistan', and had falsified the post-mortem report of the victims who died by drowning. Sources said the duo wanted to create disaffection against the Indian state by falsely accusing the security forces of rape and murder"
238,"June 22, 2023, 13:08 IST",Chrisann Pereira Case: Chargesheet Details How Trio Framed Actor in Drugs Case Using a Memento,"Chrisann Pereira, who acted in Mahesh Bhatt-directed movie Sadak 2, spent nearly a month in a UAE prison after a small quantity of a narcotic drug was found concealed in a memento allegedly given to her by Malad-based baker Anthony Paul"
239,"June 22, 2023, 10:31 IST",Ajit Pawar's Googly Hints at Another Coup in Making or Succession Change? Maharashtra to Wait & Watch,A leader close to Ajit Pawar surmised that there was probably a plan in place to interchange positions wherein Jayant Patil might be made the Leader of Opposition and Ajit Pawar might become the state president
240,"June 22, 2023, 08:30 IST",Patna Opposition Meeting May Focus on Using Caste Census Card to Ace 2024 Test,"While there is no doubt that when it comes to the Hindutva agenda, the BJP is far ahead in the race, the opposition parties now want to close the gap by using the caste issue"
241,"June 22, 2023, 08:27 IST","Rapid Transit System on Delhi-Meerut Stretch Can Operate at 160 kmph, Rly Gives 'Provisional Sanction'","Regional Rapid Transit System is a new, dedicated, high-speed, high-capacity, comfortable commuter service. It is different from conventional railways as it will provide reliable, high-frequency, point-to-point regional travel"
242,"June 22, 2023, 00:49 IST",Nitish Kumar to Host Opposition Leaders’ Meet in Patna on Jun 23: Know All About the Bihar CM’s Pitch,"Bihar CM Nitish Kumar is likely to propose formation of a core committee, which will resolve issues such as seat sharing; he also wants to discuss a common opposition candidate against BJP for 2024 Lok Sabha polls"
243,"June 21, 2023, 18:46 IST",Blocking Bid to Blacklist 26/11 Attacks Planner Sajid Mir Shows China Backing Pak Terror: Sources | Exclusive,"Mir is believed to have played a significant role as the chief planner of the Mumbai attacks, overseeing preparations and reconnaissance, and serving as one of the controllers based in Pakistan during the terror strike"
244,"June 21, 2023, 17:06 IST","Makers of Taarak Mehta Ka Ooltah Chashmah Would Harass Me, Force Me to Drink, Says Actress in FIR","The statement of the victim, exclusively accessed by CNN-News18, details the harassment allegedly caused to her by the popular TV show's producer Asit Modi, operations head Sohil Ramani, and executive producer Jatin Bajaj"
245,"June 21, 2023, 14:52 IST","RD Jhala: An Ideal Police Officer, A Lover of Nature, A Champion of 'Horsepower'","Jhala breathed his last in Rajkot at 4.45 pm on Monday and his last rites were performed the next morning. At the cremation ground, a large number of officers and jawans of Gujarat Police were present, who were inspired by Jhala's shining career and his magnetic personality"
246,"June 21, 2023, 14:21 IST","Tree Park with Innovation Hub, Workspace: How Karnataka Govt Plans to Use Bengaluru’s Defunct PSU","The 105-acre land in East Bengaluru Byappanahalli area will be transformed into ‘World-Class Tree Park’ comprising an entrance gate, a toilet block, food court, waterfront, child play area, gym among other facilities. In Phase 2, an innovation hub and sports hub, multipurpose theatre will be developed 
"
247,"June 21, 2023, 10:30 IST",‘Pakistan Army Wasn’t Prepared for War With India’: Imran Khan Reveals Failed Attempt at Thaw in Ties,"The former prime minister said India was expected to give concession and a roadmap to Kashmir, adding that PM Modi was supposed to visit Pakistan"
248,"June 21, 2023, 09:48 IST","One Take | The Gehlot Factor, Pilot's Litmus Test & Raje's Comeback Plans: Which Way Will Rajasthan Wind Blow?","As speculation rises on Pilot floating his own party, there are two factors which come up --- One, many in the BJP think this could hurt them as Pilot is raising the same issues as the BJP, for instance corruption. The second is that many of Pilot’s supporters may be wary of his new front, thinking they may not have a future"
249,"June 21, 2023, 00:57 IST","Army's Bharatmala, Navy's Ocean Ring, IAF's Air Force Station Events: Get Set for Military's Epic Yoga Day Celebrations","The theme for International Yoga Day 2023 is 'Yoga for Vasudhaiva Kutumbakam'. It describes the desire for One Earth, One Family, and One Future"
250,"June 20, 2023, 20:23 IST",Pak Anti-terror Court Issues Non-bailable Arrest Warrants against Imran Khan And Others | Exclusive,The cases against the accused were registered for torching a container and attacking Pakistan Muslim League-Nawaz (PML-N) office in the provincial capital on May 9
251,"June 20, 2023, 19:38 IST","'Attempts to Create Mob Attacks, Riots': Karnataka Govt Cracks Down on Fake News, to Set Up Fact-check Teams","Chief minister Siddaramaiah also held a detailed meeting with state home minister G Parameshwara, asking his department to be alert in tackling fake news, especially as the Lok Sabha elections approach"
252,"June 20, 2023, 17:28 IST","​Crackdown on Khalistani Groups: In A First, India Files 3 Cases Against Attacks Abroad | Exclusive","This is the first time that India has invoked the extra-territorial jurisdiction to investigate offences committed on foreign soil
"
253,"June 20, 2023, 14:38 IST","Frisking May Soon be Less Common at Airports in India, Only Fliers Flagged by Scanners May be Frisked","A senior ministry official told News18 that two to four full-body scanners shall be deployed in airports across the country in a phased manner, following which physical frisking of passengers, airport staff and airline crew will be reserved in rare cases"
254,"June 20, 2023, 13:02 IST","Is Delhi Becoming a Drug Hub? Arrests, Seizures on Rise, Shows Data from Delhi Police, Customs & NCB","Special commissioner of police (Crime branch) Ravinder Yadav said they have identified 64 hotspots of drugs in Delhi, including Aerocity, DU Campus, Jama Masjid area, Chhattarpur and Nizamuddin area. These spots have been identified based on their profiling and easy availability of narcotics 
"
255,"June 20, 2023, 11:14 IST","PM Modi US Visit: Security Agencies Extra Cautious on Permission to Protesters, Say Sources",Sources added that agencies are extra-cautious in the backdrop of the March attack on the Indian Consulate in San Francisco by pro-Khalistani groups who were protesting police action against radical preacher Amritpal Singh in Punjab
256,"June 20, 2023, 08:30 IST","Patna Oppn Meet to Avoid Tricky Topics, Focus on 'Hum Saath Saath Hain' Photo Op","Both the Punjab and Delhi Congress units have said 'no' to supporting Arvind Kejriwal on the ordinance row. It's likely that none of the opposition parties, including AAP and Congress, would raise the issue. Leaders like Mayawati and Naveen Patnaik are expected to receive criticism"
257,"June 19, 2023, 22:07 IST",Modi Govt Gives Reins of International Intel Agency RAW to 'Operations Expert' Ravi Sinha,"If Sinha increases the use of technology with good officers and effective field agents, then this combination of human and tech intelligence can make RAW more powerful and effective in protecting the interests of the country from foreign forces and terrorists. This is also the hope of the Modi government from Sinha, who has the necessary experience to meet these expectations and he has the strength and resources too"
258,"June 19, 2023, 14:47 IST",One Step Forward & Two Steps Back? Cong Loses Adipurush Edge With Gita Press Row as BJP Eyes Hindutva Push,"With the statement on Gita Press, a few in the Congress leadership feel it negates their strategy on Adipurush and will reinforce the BJP narrative that the Congress is anti-Hindu"
259,"June 19, 2023, 14:03 IST","Karnataka: Siddaramaiah, Shivakumar Loyalists Spar Over CM Post Again; BJP Throws Spanner in Cong Works","Former revenue minister R Ashok said Siddaramaiah defeated HD Deve Gowda, who was feared by almost all politicians, and DK Shivakumar is no match to him. If there's a power-sharing formula, Siddaramaiah should openly say it"
260,"June 19, 2023, 10:49 IST","Defanged After May 19 Ordinance, Kejriwal Sharpens Attack on Centre, Looks to Loop in Oppn for Support","In the past one month alone, the Delhi chief minister has met his counterparts of five non-BJP ruled states, leaders of five opposition parties which are not in power in their respective states and is still waiting to hear from the Congress"
261,"June 19, 2023, 09:56 IST","Delhi-Mumbai Expressway's Madhya Pradesh Section Almost Ready, May be Inaugurated in July-August","The stretch of the Delhi-Mumbai expressway passing through Madhya Pradesh will cover Mandsaur, Ratlam and Jhabua districts and will connect major cities, including Garoth, Jaora, Ratlam, and Thandla in the state"
262,"June 19, 2023, 09:06 IST","No Chapter on Savarkar, Hedgewar: Karnataka Govt Orders Revision in Content of Class 6, 10 Textbooks","Several other lessons and poems on BR Ambedkar and Savitribai Phule have been added to the text. In social science, lessons on 'Culture of Vedic Period', 'Rise of New Religions' have been added along with Wadiyar kings of Mysore and their Diwans 
"
263,"June 18, 2023, 00:23 IST","Kuki Man Appeals for Peace After Meitei Wife, Son Set On Fire in Violence-hit Manipur | Exclusive","Joshua's life was torn apart on June 4, when his injured child was killed along with his wife and another relative after an ambulance with the three on board was set ablaze by a mob in Manipur's West Imphal district"
264,"June 17, 2023, 21:23 IST",Jammu and Kashmir: First Batch of Light Infantry Agniveers Attested,"Their overall training which lasted for 24 weeks has enhanced their physical fitness and endurance, sharpened their senses, made them mentally robust and taught them the skills of a soldier necessary to achieve victory in battle"
265,"June 17, 2023, 12:38 IST","Photo Op or Bloc Against BJP? As Oppn Pins Hopes on June 23 Meet, Mamata-Cong Rivalry Threatens Amity","The TMC is not ready to let the Congress play the role of big brother in the opposition camp. Sources said TMC is not interested in sharing stage with Congress but since the BJP is a bigger enemy, it will have to be seen in the same frame as the Grand Old Party"
266,"June 17, 2023, 07:30 IST","Mera Booth, Sabse Mazboot: With PM's 'Guru Mantra', BJP Cadres to Go to 5 Poll-bound States for 10 Days","Prime Minister Narendra Modi will visit poll-bound Madhya Pradesh on June 27 and address 10 lakh party workers via videoconferencing from Bhopal. All these 3,000 BJP workers will be present there in the city on the day. The PM will have an open Q&A session with these BJP Shakti Kendra incharges from across the country"
267,"June 16, 2023, 21:21 IST","I Give 50% Credit for My Ghar Wapsi to Pak Army, ISI's Persecution And Threats: Shayan Ali to News18","In an exclusive conversation, the social media influencer who fled Pakistan in 2019 and now lives in the United States said that he is giving up Islam and adopting Hindusim because he felt a personal connection with ISKCON"
268,"June 16, 2023, 17:42 IST",Trouble Mounts for Pakistan Ex-PM Imran Khan as NAB Summons Him in Toshakha­na Case on Wednesday,"The Pakistan government earlier this month registered a case of fraud and forgery against Imran Khan, his wife and others for submitting fake receipts regarding Toshakhana gifts"
269,"June 16, 2023, 14:14 IST",'Pakistani Journalists Should be Allowed to Do Their Work': US Says Amid Crackdown Over May 9 Violence,"The statement comes amid a crackdown against journalists in Pakistan following May 9 violence, that resulted after the arrest of former PM Imran Khan"
270,"June 16, 2023, 12:26 IST","Worried Over Delayed Monsoons, Rising Inflation & Elections, Govt Rushes In to Check Food Prices","With crucial assembly elections in Madhya Pradesh, Chhattisgarh and Rajasthan later this year, and the big general elections next year, the government does not want to leave anything to chance and therefore, has announced a slew of measures to ensure availability and keep inflation under control"
271,"June 16, 2023, 10:30 IST","Mira Road Murder: Manoj Sane Bought Poison 15 Days before Killing Saraswati Vaidya, Say Officers","""Sane planned the murder. He either slow-poisoned or poisoned her to death before chopping her into pieces,"" sources say. He also clicked a picture of her body and saved it on his phone. He said he used to look at it whenever he thought of Vaidya"
272,"June 15, 2023, 15:07 IST","'Missed Opportunity': IMF Expresses Dissatisfaction with Pakistan's Budget Proposals, Criticises Tax Scheme",Perez Ruiz said the new tax amnesty scheme proposed by the Pakistani government runs against the IMF programme’s conditionality and creates a damaging precedent
273,"June 15, 2023, 12:22 IST",‘Am I in Bengal or Bangladesh?’: NCBC Head Says Muslims Castes in State OBC List ‘Lop-Sided’,"Ahead of the Panchayat polls in West Bengal where the Trinamool Congress and BJP are sparring over the issue of Muslims inclusion in the OBC list, NCBC chairman Hansraj Gangaram Ahir has alleged that the West Bengal Commission for Backward Classes is 'not doing the right job'"
274,"June 15, 2023, 10:57 IST","Low on Funds, Congress Dithers on Poll Promises in Himachal Pradesh. Can Party Cross Hill State Hurdle?","Though the state government has denied the BJP’s allegation that the May salary of 15,000 employees of the state units was delayed due to financial crunch, the attitude of the state government on two other big promises --- free power units and Rs 1,500 to women per month --- tells a different story"
275,"June 15, 2023, 09:43 IST","'Gearing Up for Zero Casualties': As Biparjoy Knocks on Gujarat's Doors, Ministers Say All Under Control",The 138 pregnant women in the entire district whose delivery is expected before June 20 have been moved to hospitals as a precautionary measure. The famous Dwarkadhish Temple will also remain shut till June 16
276,"June 15, 2023, 09:26 IST","Avtar Singh Khanda, Amritpal Aide and Head of Khalistan Liberation Force, Dies of Blood Cancer in UK",Avtar Singh Khanda had groomed radical preacher Amritpal Singh and also propped him up in Punjab as the leader of 'Waris Punjab De' after its founder Deep Sidhu's death 
277,"June 14, 2023, 18:59 IST",Siddaramaiah's Anna Bhagya Scheme in Crisis As Centre 'Stops' FCI from Selling Rice to Karnataka,Siddaramaiah has alleged that the Central government has ordered FCI to stop selling wheat and rice to state governments under the Open Market Sales Scheme Domestic (OMSSD)
278,"June 14, 2023, 17:54 IST",LeT Wants Kashmir to be ‘Valley of Terror’: 2 Foreign Terrorists Killed | Exclusive from Intel Sources,"An infiltration attempt was foiled and two foreign terrorists were killed in an encounter by the Indian Army at the LoC near Lashdat, Machhal area of Kupwara district on Tuesday"
279,"June 14, 2023, 14:26 IST","Love Jihad, Mass Protests, Call for Mahapanchayat: Why Uttarakhand’s Garhwal Region is Simmering","An alleged ‘love jihad’ case involving two youths caught while eloping with a minor local girl on May 26 resulted in mass protests. Not just Purola, but at least six other incidents in the last two weeks in Garhwal has played catalyst in already tense air
"
280,"June 14, 2023, 14:06 IST",Nizamabad Terror Conspiracy Case: NIA Arrests PFI Weapons Trainer Living Under Fake Identity in Karnataka,The case pertains to a criminal conspiracy hatched by the leaders and cadres of the now-banned PFI to recruit and radicalise youth and provide them with arms training to promote and carry out terrorist activities
281,"June 14, 2023, 13:38 IST",Annamalai’s Way or Highway for BJP-AIADMK Tie-Up? Latest Row Rocks Alliance Boat Ahead of 2024,"While it is clear that the Tamil Nadu BJP chief is the blue-eyed boy of the Modi-Shah leadership, alliance equations and electoral winnability are real-world compulsions that even the BJP high command is not immune to"
282,"June 14, 2023, 12:46 IST","Cleaning of VVPATs, Mock Drills & Round-the-Clock Security: EC Begins Preparing for Assembly Polls, LS Battle","The Lok Sabha polls are slated to be held around March 2024 while the assembly polls are likely to be held between October and November in Rajasthan, Mizoram, Chhattisgarh, Telangana and Madhya Pradesh"
283,"June 14, 2023, 09:37 IST","‘Dogs, Afghans Not Allowed’: Pak Keeps Afghan Refugees in Apartheid-like Conditions, Launches Crackdown",The Pakistan government is also planning to deport Afghan refugees who are not registered.
284,"June 14, 2023, 09:31 IST",Air Fare Hungama Just Shadow Boxing as Cong Looks to Get Even With Scindia Over 2020 Palace Intrigue,"Behind this controversy over air fares is the back story of 2020 when the 15-month-long Kamal Nath government fell, with Nath accusing the BJP of conspiring with Jyotiraditya Scindia which led to 22 ‘greedy MLAs’ toppling his government"
285,"June 13, 2023, 18:56 IST",News18 Uncovers 'Admission Fraud' Gangs as Indian Students in Canada Face Deportation,"Families of these students told News18 that deportation would shatter their hopes and dreams, push them into financial ruin. A News18 team went undercover to expose syndicates operating from New Delhi and Punjab that claim to provide any document required to fly abroad, fraudulently"
286,"June 13, 2023, 16:50 IST","‘Want to Escape from the Lion in the Jungle’: Manjhi’s Son Resigns As Minister, Calls Out Nitish over Merger","Santosh Kumar Suman, who is also the president of Hindustani Awam Morcha, said though the party is in alliance with the JD-U for now, the future course of action will be decided later

"
287,"June 13, 2023, 15:02 IST","West Bengal Panchayat Polls: Once TMC Supporters, Family of Bogtui Victims to Contest on BJP Ticket","Kiran Shek and wife Seema Khatun filed their nomination papers for the July 8 West Bengal Panchayat elections at the Rampurhat office. Prior to the March 2022 arson attack, the family was said to be TMC supporters but have now joined the BJP"
288,"June 13, 2023, 12:57 IST",Ram Temple in Ayodhya Enters Final Phase of Ground Floor Construction,"The progress of the ground floor at the Ram Temple was reviewed recently by the senior members of the trust, including Chairman, Construction Committee Nripendra Misra"
289,"June 13, 2023, 09:00 IST",'Kathal' A Tasty Treat But Enwraps Bitter Realities of Women's Trafficking: Here's How Govt Is Cracking Down,"The initiative comes under the Nirbhaya Fund, and over the past few years, the district police units have been sensitised to make certain that they are quick with their response in case there are alerts of possible trafficking of women and girls"
290,"June 12, 2023, 22:19 IST",Pak National Assembly Adopts Resolution Demanding Swift Action against May 9 Rioters under Stringent Army Act,"The text of the resolution stated that a group and its leaders had crossed all limits on May 9, with attacks on military installations and irreparable damage to state institutions and the country"
291,"June 12, 2023, 21:45 IST","PM Modi Nears Manmohan Singh's Record with 8th US Visit: Here's When They, Their Predecessors Took Flight","During his upcoming trip, Prime Minister Narendra Modi will achieve another milestone by addressing a joint meeting of the US Congress for the second time, making him the first Indian Prime Minister to accomplish this feat"
292,"June 12, 2023, 21:01 IST","‘Establish Caliphate, Disturb Social, Political Set-Up’: 2 Goals of ISIS-Radicalised Youth | Exclusive","These youths are trained to kill 15-20 people in one go, by spending just Rs 10,000-15,000 and that, too, with locally available material, according to top intelligence sources"
293,"June 12, 2023, 20:36 IST","​The ‘Apple’ of Bihar’s Eyes: CNN-News18’s Exclusive Report Yields Results, Gets Minister’s Attention","CNN-News18 visited one of the farms in Vaishali’s Hajipur. According to the agriculture department, the project is a success with encouraging results from all districts and ready to be harvested in July-August"
294,"June 12, 2023, 19:55 IST",NIA Attaches 17 Properties of Zahoor Watali in Hurriyat Terror Funding Case,"Besides Yasin Malik, 17 others, including Hafiz Muhammad Saeed, Amir of Jamaat-ud-Dawah and top commander of Lashkar-e-Taiba (LeT), and Mohd Yusuf Shah (alias Syed Salahuddin), top commander of Hizb-ul-Mujahideen, were charge-sheeted in the case, which had been registered suo moto by the NIA on May 30, 2017"
295,"June 12, 2023, 19:20 IST",​‘Those Who Have Left PTI…’: ‘Betrayed’ Imran Khan Talks to Journalists in Pak Court | Exclusive,"“I didn't betray anyone, I was betrayed. I was the one who was stabbed in the back. I could have de-notified General Bajwa thrice, but I didn't. They think that the PTI will be crushed, but it will not happen,"" says Imran Khan
"
296,"June 12, 2023, 11:43 IST","Love Jihad, Shariat, Hiring Youth | What was the Main Agenda of 3 ISIS Members Arrested from Jabalpur?","Adil Khan and Shahid have studied engineering and are tech-savvy. They were actively involved in recruiting for the group. They were in the process of procuring arms and ammunitions, including pistols, to create violence in Jabalpur  "
297,"June 12, 2023, 10:56 IST",What Eknath Shinde's Maiden Kashmir Sojourn Means for Shiv Sena's Pan-India Plans,Sources in the Sena said the meeting was a message for the cadre and office-bearers that the party was in expansion mode and wanted to strengthen itself outside Maharashtra as well
298,"June 12, 2023, 10:10 IST",Ghaziabad Online Gaming Case: How Mumbra Police Tracked Key Accused Who Converted Young Boys to Islam,"Mumbra Police conducted raids in several lodges in Alibaug overnight after receiving a tip-off that Shahnawaz Khan was hiding there since Saturday morning. Khan was later taken into the custody with the help of the Alibaug Police
"
299,"June 11, 2023, 20:56 IST",​Don’t Deport Uyghur Siblings in Indian Custody Since 2013 to China: Centre for Uyghur Studies | Exclusive,"The Uyghur siblings -- Adil, Abdulhaliq and Salam -- were 16, 18 and 20 years old, respectively when they fled China after some of their relatives were detained by the Chinese regime, according to their lawyer"
